timestamp,class,confidence,x1,y1,x2,y2
2025-05-04 15:48:33.358,rov,0.4590926170349121,528,386,639,479
2025-05-04 15:48:33.358,trash_plastic,0.3689529299736023,2,207,287,466
2025-05-04 15:48:33.358,trash_plastic,0.3375633955001831,347,265,640,392
2025-05-04 15:48:33.358,trash_fabric,0.28015315532684326,0,1,101,141
2025-05-04 15:48:33.581,trash_fabric,0.8250104188919067,21,0,275,165
2025-05-04 15:48:33.581,trash_plastic,0.5640847682952881,190,237,498,476
2025-05-04 15:48:33.581,trash_fabric,0.4388565123081207,191,238,422,385
2025-05-04 15:48:33.581,trash_plastic,0.41704249382019043,550,307,639,413
2025-05-04 15:48:33.794,trash_fabric,0.8117935061454773,35,0,277,165
2025-05-04 15:48:33.794,trash_plastic,0.6283062696456909,192,237,500,475
2025-05-04 15:48:33.794,trash_fabric,0.29152992367744446,193,238,426,386
2025-05-04 15:48:33.794,trash_plastic,0.25889065861701965,553,307,639,413
2025-05-04 15:48:34.004,trash_fabric,0.7601596713066101,35,0,280,165
2025-05-04 15:48:34.004,trash_plastic,0.5769881010055542,193,237,501,475
2025-05-04 15:48:34.004,trash_fabric,0.25504839420318604,195,238,477,387
2025-05-04 15:48:34.004,trash_plastic,0.25443196296691895,243,141,345,221
2025-05-04 15:48:34.230,trash_fabric,0.6825663447380066,46,0,283,166
2025-05-04 15:48:34.230,trash_plastic,0.5356521606445312,197,238,503,475
2025-05-04 15:48:34.230,trash_fabric,0.36941322684288025,200,239,431,387
2025-05-04 15:48:34.230,trash_plastic,0.2568257451057434,559,308,639,412
2025-05-04 15:48:34.438,trash_fabric,0.7250207662582397,37,0,286,166
2025-05-04 15:48:34.438,trash_plastic,0.5354340672492981,199,238,506,474
2025-05-04 15:48:34.438,trash_fabric,0.3883609175682068,202,239,444,387
2025-05-04 15:48:34.438,animal_fish,0.2671859562397003,561,308,639,412
2025-05-04 15:48:34.648,trash_fabric,0.6351010203361511,49,0,289,166
2025-05-04 15:48:34.648,trash_plastic,0.46490272879600525,200,239,513,475
2025-05-04 15:48:34.648,trash_plastic,0.34293845295906067,564,309,639,411
2025-05-04 15:48:34.648,trash_fabric,0.2836422622203827,204,239,446,387
2025-05-04 15:48:34.859,trash_fabric,0.6900311708450317,58,0,291,167
2025-05-04 15:48:34.859,trash_fabric,0.5092543363571167,207,240,443,388
2025-05-04 15:48:34.859,trash_plastic,0.47603318095207214,567,310,639,411
2025-05-04 15:48:34.859,trash_plastic,0.372995525598526,0,142,44,213
2025-05-04 15:48:34.859,trash_plastic,0.33269500732421875,204,240,515,474
2025-05-04 15:48:35.075,trash_fabric,0.6741901636123657,48,0,292,167
2025-05-04 15:48:35.075,trash_fabric,0.553371787071228,208,240,444,389
